transact_id,date_of_purchase,customer_id,customer_name,product_id,product_name,order_quantity,credit_score,days_given_for_payment,payment_due,actual_repayment_days,product_price,product_cost,profit,profit_margin
a60c7d84-ee16-4f1c-abf9-0678a7aafcdc,2022-01-19,C0017,Customer_17,aa538d61-d762-468b-93b9-74d561e70707,Sugar (1kg),3,790,30,2022-02-18,96,2.5,1.3,3.6,92.31
90a30eee-dc6c-4bd0-b989-803cfa034a9d,2023-08-13,C0022,Customer_22,60df96f8-0641-40d8-a6a3-f050bd77144a,Chili (200g),1,587,60,2023-10-12,65,1.8,0.8,1.0,125.0
d291da15-fc03-45ab-8068-33eb3983559b,2022-08-17,C0027,Customer_27,04aeb0c6-0c3d-45e4-9110-db4b95c85dec,Onions (1kg),2,640,30,2022-09-16,21,2.2,1.1,2.2,100.0
cd5c2f3c-5364-464f-bdd7-0a784c5ba263,2023-04-25,C0024,Customer_24,60df96f8-0641-40d8-a6a3-f050bd77144a,Chili (200g),17,688,90,2023-07-24,48,1.8,0.8,17.0,125.0
f2444f45-35bd-4762-87a6-7fe9549af045,2021-09-26,C0005,Customer_5,aa538d61-d762-468b-93b9-74d561e70707,Sugar (1kg),13,732,90,2021-12-25,73,2.5,1.3,15.6,92.31
e863d1d4-f04c-4793-b442-5c38956cb863,2022-04-16,C0048,Customer_48,68ce6b14-ebfb-44c8-a628-f39731433ee7,Cabbage (1kg),19,839,90,2022-07-15,89,2.5,1.4,20.9,78.57
4c0d9dcf-d444-41f3-b1df-88afdaaf1648,2023-12-25,C0030,Customer_30,7107fb84-33a5-4346-8a57-ac4d39b79fc6,Salt (500g),11,837,30,2024-01-24,4,1.0,0.4,6.6,150.0
12e79334-a415-4d6e-aa18-4e43ff35b79c,2024-02-08,C0053,Customer_53,60df96f8-0641-40d8-a6a3-f050bd77144a,Chili (200g),9,651,60,2024-04-08,45,1.8,0.8,9.0,125.0
c05b5e70-ec9c-4173-8fa1-698fbb0c8be2,2023-05-30,C0025,Customer_25,60df96f8-0641-40d8-a6a3-f050bd77144a,Chili (200g),16,510,60,2023-07-29,5,1.8,0.8,16.0,125.0
059562ec-8360-45ae-8aea-38c385489840,2022-05-07,C0033,Customer_33,df9818a5-2744-45c9-9bf5-c07a04323567,Garlic (500g),7,840,30,2022-06-06,55,2.5,1.2,9.1,108.33
bf80b8bf-6d44-4e19-be2b-50b438d22b29,2023-06-22,C0050,Customer_50,07026d42-59df-4baf-9052-bdd454038097,Potatoes (1kg),20,828,90,2023-09-20,37,2.0,1.2,16.0,66.67
4adb68c9-7296-4ae0-bb9c-7d7f8a60e3e6,2022-04-27,C0015,Customer_15,7107fb84-33a5-4346-8a57-ac4d39b79fc6,Salt (500g),6,710,90,2022-07-26,48,1.0,0.4,3.6,150.0
49089125-fee6-4be5-b3f4-da4e2398f7f9,2021-08-20,C0043,Customer_43,4333aab6-b4fb-4a1c-961f-a192c3deb18a,Carrots (1kg),6,627,30,2021-09-19,17,2.3,1.2,6.6,91.67
4b51927f-1cce-4128-bb48-d62b0bb0f38c,2020-08-22,C0051,Customer_51,04aeb0c6-0c3d-45e4-9110-db4b95c85dec,Onions (1kg),7,678,90,2020-11-20,68,2.2,1.1,7.7,100.0
997c0fee-fec6-483e-80e1-307518eba528,2024-02-25,C0049,Customer_49,aa538d61-d762-468b-93b9-74d561e70707,Sugar (1kg),15,516,60,2024-04-25,43,2.5,1.3,18.0,92.31
0eec962f-2c7c-4ee2-83f3-ef9386d6783f,2023-11-24,C0023,Customer_23,07026d42-59df-4baf-9052-bdd454038097,Potatoes (1kg),14,554,90,2024-02-22,79,2.0,1.2,11.2,66.67
70f438e7-d1d4-4684-b60a-aadc89b687ec,2021-01-15,C0039,Customer_39,c60cf66e-3ba8-427d-b73d-cdf93a1836bf,Bananas (1kg),6,796,60,2021-03-16,6,2.0,1.0,6.0,100.0
b036bce2-0a5b-400d-8e4f-3170f373ae1b,2023-08-05,C0021,Customer_21,60df96f8-0641-40d8-a6a3-f050bd77144a,Chili (200g),17,830,60,2023-10-04,37,1.8,0.8,17.0,125.0
f813d1ff-64a2-4c74-bc08-923b130b717a,2022-09-19,C0012,Customer_12,04aeb0c6-0c3d-45e4-9110-db4b95c85dec,Onions (1kg),16,818,90,2022-12-18,55,2.2,1.1,17.6,100.0
28406349-09d2-4635-8f37-154d3b557bc8,2023-07-03,C0059,Customer_59,c60cf66e-3ba8-427d-b73d-cdf93a1836bf,Bananas (1kg),5,556,60,2023-09-01,48,2.0,1.0,5.0,100.0
b214ce88-74f1-4d7b-bc5d-2182990d8310,2022-07-14,C0032,Customer_32,c60cf66e-3ba8-427d-b73d-cdf93a1836bf,Bananas (1kg),14,558,60,2022-09-12,4,2.0,1.0,14.0,100.0
35de6c80-c087-4bf3-aaca-666c590854db,2020-09-20,C0038,Customer_38,68ce6b14-ebfb-44c8-a628-f39731433ee7,Cabbage (1kg),11,628,60,2020-11-19,11,2.5,1.4,12.1,78.57
0a8b16dd-332e-4039-a7f4-00697b0e1b9c,2023-09-22,C0020,Customer_20,60df96f8-0641-40d8-a6a3-f050bd77144a,Chili (200g),8,572,30,2023-10-22,45,1.8,0.8,8.0,125.0
8ed989be-9a4f-492d-899c-bba2ea7fff20,2023-02-20,C0036,Customer_36,60df96f8-0641-40d8-a6a3-f050bd77144a,Chili (200g),17,564,30,2023-03-22,49,1.8,0.8,17.0,125.0
d973f940-023b-4908-84dc-a92444a60cc8,2023-05-10,C0043,Customer_43,68ce6b14-ebfb-44c8-a628-f39731433ee7,Cabbage (1kg),17,584,60,2023-07-09,42,2.5,1.4,18.7,78.57
da5d2b94-df9f-4915-bda9-18b8ea9f1dee,2025-02-21,C0013,Customer_13,df9818a5-2744-45c9-9bf5-c07a04323567,Garlic (500g),6,624,60,2025-04-22,78,2.5,1.2,7.8,108.33
6eb45d25-cf60-487e-af05-e7dd76bce365,2021-08-04,C0054,Customer_54,68ce6b14-ebfb-44c8-a628-f39731433ee7,Cabbage (1kg),7,703,90,2021-11-02,43,2.5,1.4,7.7,78.57
b5d222ad-9970-4c87-b06c-df446d80a977,2021-05-25,C0044,Customer_44,4333aab6-b4fb-4a1c-961f-a192c3deb18a,Carrots (1kg),18,513,30,2021-06-24,81,2.3,1.2,19.8,91.67
970233b3-1e99-4036-887f-071d20e0bce1,2023-08-24,C0010,Customer_10,df9818a5-2744-45c9-9bf5-c07a04323567,Garlic (500g),18,601,90,2023-11-22,24,2.5,1.2,23.4,108.33
c390b05c-2440-479b-bdd8-7a14f2e48bfc,2022-07-14,C0035,Customer_35,07026d42-59df-4baf-9052-bdd454038097,Potatoes (1kg),8,685,60,2022-09-12,6,2.0,1.2,6.4,66.67
c7178f5d-2552-4987-a3ad-2a6d5af6100d,2022-02-25,C0023,Customer_23,df9818a5-2744-45c9-9bf5-c07a04323567,Garlic (500g),15,783,90,2022-05-26,97,2.5,1.2,19.5,108.33
21743e36-6a08-4984-828a-6328bf290925,2021-10-13,C0007,Customer_7,df9818a5-2744-45c9-9bf5-c07a04323567,Garlic (500g),20,655,60,2021-12-12,95,2.5,1.2,26.0,108.33
8c27555c-40d4-4cdc-a856-e2de68027788,2023-10-10,C0045,Customer_45,68ce6b14-ebfb-44c8-a628-f39731433ee7,Cabbage (1kg),18,822,60,2023-12-09,74,2.5,1.4,19.8,78.57
a3b088fc-8e1d-4cc9-9504-71288b6625e2,2020-09-16,C0060,Customer_60,60df96f8-0641-40d8-a6a3-f050bd77144a,Chili (200g),10,554,90,2020-12-15,54,1.8,0.8,10.0,125.0
ea662827-fe79-4e40-9e62-6f70e670aba4,2023-10-26,C0031,Customer_31,df9818a5-2744-45c9-9bf5-c07a04323567,Garlic (500g),2,575,90,2024-01-24,74,2.5,1.2,2.6,108.33
2b125821-1c11-404c-bf80-fa34851528fc,2022-08-02,C0045,Customer_45,07026d42-59df-4baf-9052-bdd454038097,Potatoes (1kg),8,571,30,2022-09-01,19,2.0,1.2,6.4,66.67
00dbf499-5bcd-48ac-862a-0d1bec1c2c38,2023-03-04,C0060,Customer_60,4333aab6-b4fb-4a1c-961f-a192c3deb18a,Carrots (1kg),15,512,60,2023-05-03,55,2.3,1.2,16.5,91.67
ade836b4-3cc3-4f17-82b3-6e4eb73aa84a,2022-02-18,C0023,Customer_23,04aeb0c6-0c3d-45e4-9110-db4b95c85dec,Onions (1kg),6,732,90,2022-05-19,12,2.2,1.1,6.6,100.0
e38f8c68-ff78-4a67-9110-974cc7dcca3e,2021-05-26,C0056,Customer_56,04aeb0c6-0c3d-45e4-9110-db4b95c85dec,Onions (1kg),13,523,60,2021-07-25,53,2.2,1.1,14.3,100.0
f36c4303-cb1a-45aa-949e-3220d8bc1868,2024-11-11,C0059,Customer_59,adebf08e-d76c-4514-b9d3-816b54538d0c,Tomatoes (1kg),1,676,30,2024-12-11,3,3.0,1.5,1.5,100.0
541d173c-8ae9-4e95-b56e-a6222a2d1b83,2023-05-03,C0052,Customer_52,4333aab6-b4fb-4a1c-961f-a192c3deb18a,Carrots (1kg),18,543,90,2023-08-01,42,2.3,1.2,19.8,91.67
024997a9-139b-47f1-8a24-cfe07dee4eb4,2024-04-07,C0019,Customer_19,aa538d61-d762-468b-93b9-74d561e70707,Sugar (1kg),15,763,60,2024-06-06,46,2.5,1.3,18.0,92.31
fb03e28a-21a2-4b12-b5ad-c88d753e9993,2024-05-01,C0019,Customer_19,aa538d61-d762-468b-93b9-74d561e70707,Sugar (1kg),20,794,60,2024-06-30,30,2.5,1.3,24.0,92.31
817b686d-abcd-44af-a4cd-d60116faa34e,2022-04-12,C0037,Customer_37,07026d42-59df-4baf-9052-bdd454038097,Potatoes (1kg),6,598,30,2022-05-12,95,2.0,1.2,4.8,66.67
82d878e6-13ab-4596-8fa3-3f60f064bd2e,2022-11-23,C0032,Customer_32,07026d42-59df-4baf-9052-bdd454038097,Potatoes (1kg),13,709,90,2023-02-21,98,2.0,1.2,10.4,66.67
465e2c0a-babc-4731-8d26-92fa6ab1c9d5,2022-10-21,C0019,Customer_19,04aeb0c6-0c3d-45e4-9110-db4b95c85dec,Onions (1kg),4,718,90,2023-01-19,13,2.2,1.1,4.4,100.0
ff6cdf48-f868-438a-9a26-ba18aa1291d4,2023-07-18,C0008,Customer_8,07026d42-59df-4baf-9052-bdd454038097,Potatoes (1kg),2,709,60,2023-09-16,26,2.0,1.2,1.6,66.67
df5fc789-57a3-47de-8801-ce96792b12e3,2021-08-03,C0017,Customer_17,60df96f8-0641-40d8-a6a3-f050bd77144a,Chili (200g),18,727,60,2021-10-02,96,1.8,0.8,18.0,125.0
a24f5e1e-a55c-454c-b0c4-e62d02822596,2025-03-11,C0057,Customer_57,04aeb0c6-0c3d-45e4-9110-db4b95c85dec,Onions (1kg),19,627,30,2025-04-10,10,2.2,1.1,20.9,100.0
6820ae2d-4b8a-4402-b24b-38ca80687f97,2024-07-29,C0034,Customer_34,df9818a5-2744-45c9-9bf5-c07a04323567,Garlic (500g),8,597,60,2024-09-27,5,2.5,1.2,10.4,108.33
13155c21-3644-4744-92b6-8d83319854ee,2020-12-23,C0051,Customer_51,df9818a5-2744-45c9-9bf5-c07a04323567,Garlic (500g),5,753,30,2021-01-22,26,2.5,1.2,6.5,108.33
dbcf610f-95fc-40e0-9e04-baefafe69a1f,2021-03-06,C0030,Customer_30,df9818a5-2744-45c9-9bf5-c07a04323567,Garlic (500g),20,566,30,2021-04-05,97,2.5,1.2,26.0,108.33
183995b9-0bab-4a1c-86d0-baaa7d07f1a2,2023-11-11,C0042,Customer_42,07026d42-59df-4baf-9052-bdd454038097,Potatoes (1kg),9,648,60,2024-01-10,31,2.0,1.2,7.2,66.67
4e4dd9d4-b835-4b94-bffe-316b35edfed7,2024-08-10,C0010,Customer_10,04aeb0c6-0c3d-45e4-9110-db4b95c85dec,Onions (1kg),11,679,60,2024-10-09,57,2.2,1.1,12.1,100.0
36ce9b19-2c88-4124-b970-e345b5720f23,2024-12-10,C0029,Customer_29,68ce6b14-ebfb-44c8-a628-f39731433ee7,Cabbage (1kg),12,614,90,2025-03-10,46,2.5,1.4,13.2,78.57
ab8b05b1-0806-4927-98ba-1e4b6103f20f,2021-10-16,C0037,Customer_37,07026d42-59df-4baf-9052-bdd454038097,Potatoes (1kg),7,658,30,2021-11-15,34,2.0,1.2,5.6,66.67
d8df0bee-a035-44f0-9602-bb86924982e1,2022-07-09,C0012,Customer_12,07026d42-59df-4baf-9052-bdd454038097,Potatoes (1kg),17,766,30,2022-08-08,25,2.0,1.2,13.6,66.67
3fc7314a-2592-42f3-bb3e-fa00e5ea27de,2025-01-07,C0026,Customer_26,adebf08e-d76c-4514-b9d3-816b54538d0c,Tomatoes (1kg),1,779,90,2025-04-07,3,3.0,1.5,1.5,100.0
3dc6528c-e368-4b7f-841b-8a11ca84d59d,2021-05-24,C0049,Customer_49,07026d42-59df-4baf-9052-bdd454038097,Potatoes (1kg),11,769,60,2021-07-23,33,2.0,1.2,8.8,66.67
20eaa2b0-65cb-40dd-8516-faa5ee39b1bb,2023-02-10,C0033,Customer_33,68ce6b14-ebfb-44c8-a628-f39731433ee7,Cabbage (1kg),18,666,30,2023-03-12,40,2.5,1.4,19.8,78.57
1dcdb29a-69eb-40e2-8ec8-50b8a1013b0b,2020-09-12,C0008,Customer_8,68ce6b14-ebfb-44c8-a628-f39731433ee7,Cabbage (1kg),7,583,60,2020-11-11,48,2.5,1.4,7.7,78.57
d80ea342-31dc-43f5-aea0-a2bca306890f,2023-01-10,C0054,Customer_54,adebf08e-d76c-4514-b9d3-816b54538d0c,Tomatoes (1kg),8,837,90,2023-04-10,8,3.0,1.5,12.0,100.0
f4d4a910-1536-4cc8-aa84-50a89a09605b,2022-02-17,C0041,Customer_41,68ce6b14-ebfb-44c8-a628-f39731433ee7,Cabbage (1kg),3,516,60,2022-04-18,8,2.5,1.4,3.3,78.57
20755a7d-2f97-4713-a6db-1148b778d559,2021-07-31,C0029,Customer_29,07026d42-59df-4baf-9052-bdd454038097,Potatoes (1kg),9,650,90,2021-10-29,5,2.0,1.2,7.2,66.67
e3c6d42f-766c-4387-b1f3-2aeda7b4bd0a,2020-11-18,C0021,Customer_21,df9818a5-2744-45c9-9bf5-c07a04323567,Garlic (500g),17,793,30,2020-12-18,65,2.5,1.2,22.1,108.33
762f050d-87ab-4c20-9efe-49d1fadc24ae,2025-01-31,C0032,Customer_32,df9818a5-2744-45c9-9bf5-c07a04323567,Garlic (500g),19,837,90,2025-05-01,39,2.5,1.2,24.7,108.33
4e792ca2-91e3-4d13-858e-aed631ff29c6,2020-11-20,C0024,Customer_24,04aeb0c6-0c3d-45e4-9110-db4b95c85dec,Onions (1kg),18,599,60,2021-01-19,41,2.2,1.1,19.8,100.0
d702bcb7-53b1-4163-84e9-ddfe52eb9282,2022-11-14,C0009,Customer_9,adebf08e-d76c-4514-b9d3-816b54538d0c,Tomatoes (1kg),16,544,30,2022-12-14,23,3.0,1.5,24.0,100.0
569e4300-f2db-440a-a232-3b220162970c,2023-02-17,C0025,Customer_25,7107fb84-33a5-4346-8a57-ac4d39b79fc6,Salt (500g),19,728,30,2023-03-19,77,1.0,0.4,11.4,150.0
084178d9-6ae0-49a8-8536-8cffccdc3a6b,2022-06-29,C0051,Customer_51,df9818a5-2744-45c9-9bf5-c07a04323567,Garlic (500g),2,753,90,2022-09-27,13,2.5,1.2,2.6,108.33
045870a6-8ea8-4ac9-a62c-345f1221c683,2020-11-02,C0020,Customer_20,df9818a5-2744-45c9-9bf5-c07a04323567,Garlic (500g),10,650,30,2020-12-02,48,2.5,1.2,13.0,108.33
d58e9e3b-1559-4484-bb50-6e9501fc2853,2024-03-21,C0055,Customer_55,68ce6b14-ebfb-44c8-a628-f39731433ee7,Cabbage (1kg),19,730,90,2024-06-19,63,2.5,1.4,20.9,78.57
d0ef0226-0c17-4cf3-9101-c1177087bba6,2022-03-02,C0014,Customer_14,04aeb0c6-0c3d-45e4-9110-db4b95c85dec,Onions (1kg),7,707,60,2022-05-01,55,2.2,1.1,7.7,100.0
c540d2a7-dc22-438f-b201-437f4e48dfe4,2021-11-09,C0032,Customer_32,04aeb0c6-0c3d-45e4-9110-db4b95c85dec,Onions (1kg),6,638,90,2022-02-07,60,2.2,1.1,6.6,100.0
bca4e397-861d-4967-9e3b-69011641be4a,2022-05-06,C0038,Customer_38,4333aab6-b4fb-4a1c-961f-a192c3deb18a,Carrots (1kg),7,784,30,2022-06-05,34,2.3,1.2,7.7,91.67
9052bdff-39f5-46d6-a020-c110cc0a57a5,2021-10-29,C0005,Customer_5,df9818a5-2744-45c9-9bf5-c07a04323567,Garlic (500g),13,557,60,2021-12-28,54,2.5,1.2,16.9,108.33
9f6910df-929e-4d03-a4ce-9f4e795b2fd7,2023-10-05,C0060,Customer_60,07026d42-59df-4baf-9052-bdd454038097,Potatoes (1kg),2,666,90,2024-01-03,79,2.0,1.2,1.6,66.67
6a14b767-a60b-4d96-8667-52ba7928aca5,2020-10-27,C0030,Customer_30,4333aab6-b4fb-4a1c-961f-a192c3deb18a,Carrots (1kg),1,794,90,2021-01-25,77,2.3,1.2,1.1,91.67
3375139a-f1c6-4c5f-845a-3e8c472f32b3,2022-11-27,C0001,Customer_1,adebf08e-d76c-4514-b9d3-816b54538d0c,Tomatoes (1kg),4,818,60,2023-01-26,95,3.0,1.5,6.0,100.0
eed4908d-55d2-492a-8b73-54940429c73f,2024-03-27,C0055,Customer_55,adebf08e-d76c-4514-b9d3-816b54538d0c,Tomatoes (1kg),13,749,60,2024-05-26,34,3.0,1.5,19.5,100.0
294674df-b4d4-49d1-bce4-a8bd2c9dd8ee,2023-07-17,C0055,Customer_55,68ce6b14-ebfb-44c8-a628-f39731433ee7,Cabbage (1kg),9,729,90,2023-10-15,16,2.5,1.4,9.9,78.57
de1abe23-7434-4b0f-beb4-d669caf3063d,2020-11-19,C0012,Customer_12,7107fb84-33a5-4346-8a57-ac4d39b79fc6,Salt (500g),19,634,60,2021-01-18,69,1.0,0.4,11.4,150.0
51de64da-a2e7-495c-8b2d-0185b1c320f0,2020-11-17,C0010,Customer_10,07026d42-59df-4baf-9052-bdd454038097,Potatoes (1kg),7,554,60,2021-01-16,32,2.0,1.2,5.6,66.67
39a18201-44c5-49c8-9db1-48c7a71e7a60,2024-03-24,C0025,Customer_25,c60cf66e-3ba8-427d-b73d-cdf93a1836bf,Bananas (1kg),18,831,60,2024-05-23,31,2.0,1.0,18.0,100.0
db83229e-f45f-4eb1-9164-be0318613c5f,2020-11-19,C0059,Customer_59,68ce6b14-ebfb-44c8-a628-f39731433ee7,Cabbage (1kg),8,639,30,2020-12-19,27,2.5,1.4,8.8,78.57
cf8e82ae-6125-48eb-9078-332a68dbdd05,2024-09-09,C0010,Customer_10,adebf08e-d76c-4514-b9d3-816b54538d0c,Tomatoes (1kg),3,773,30,2024-10-09,97,3.0,1.5,4.5,100.0
a0e75d99-6f8c-43c1-833a-2819781e16db,2022-06-29,C0016,Customer_16,aa538d61-d762-468b-93b9-74d561e70707,Sugar (1kg),13,744,30,2022-07-29,15,2.5,1.3,15.6,92.31
cc12ebc0-2cbc-4911-acc8-3b0af3b21f20,2021-06-19,C0019,Customer_19,07026d42-59df-4baf-9052-bdd454038097,Potatoes (1kg),16,573,90,2021-09-17,48,2.0,1.2,12.8,66.67
4d71f3e9-2eca-40fd-8134-d0b5c2bc4ca4,2023-04-17,C0014,Customer_14,aa538d61-d762-468b-93b9-74d561e70707,Sugar (1kg),7,707,30,2023-05-17,65,2.5,1.3,8.4,92.31
3cc35625-c2da-402a-8a0c-8ffb0f6d0ce0,2025-01-21,C0036,Customer_36,68ce6b14-ebfb-44c8-a628-f39731433ee7,Cabbage (1kg),6,523,30,2025-02-20,46,2.5,1.4,6.6,78.57
cfb840a8-e1fe-4f38-8713-a429a9e0a19e,2023-05-20,C0030,Customer_30,adebf08e-d76c-4514-b9d3-816b54538d0c,Tomatoes (1kg),16,517,60,2023-07-19,100,3.0,1.5,24.0,100.0
4c98fe22-cd67-417d-b681-c46b50e491cc,2021-09-10,C0028,Customer_28,4333aab6-b4fb-4a1c-961f-a192c3deb18a,Carrots (1kg),14,803,30,2021-10-10,81,2.3,1.2,15.4,91.67
02f95df7-1dc1-4166-bb8b-4e135075537d,2022-09-19,C0040,Customer_40,4333aab6-b4fb-4a1c-961f-a192c3deb18a,Carrots (1kg),20,595,90,2022-12-18,29,2.3,1.2,22.0,91.67
01b9856d-89c8-4ab3-a92b-ea841f64d1e1,2024-07-30,C0018,Customer_18,4333aab6-b4fb-4a1c-961f-a192c3deb18a,Carrots (1kg),2,751,90,2024-10-28,18,2.3,1.2,2.2,91.67
3363fe78-9887-4ac7-8e99-3857af4698df,2024-04-22,C0044,Customer_44,7107fb84-33a5-4346-8a57-ac4d39b79fc6,Salt (500g),7,848,30,2024-05-22,94,1.0,0.4,4.2,150.0
5a75d4ab-ae71-4004-b83a-18e5eff97097,2022-09-08,C0027,Customer_27,07026d42-59df-4baf-9052-bdd454038097,Potatoes (1kg),7,665,60,2022-11-07,78,2.0,1.2,5.6,66.67
c480ae7e-8696-4717-8635-99314ce1ce7c,2020-09-21,C0003,Customer_3,adebf08e-d76c-4514-b9d3-816b54538d0c,Tomatoes (1kg),13,781,60,2020-11-20,12,3.0,1.5,19.5,100.0
9ca75666-b559-4176-bc02-56ede45c6d19,2024-03-18,C0028,Customer_28,c60cf66e-3ba8-427d-b73d-cdf93a1836bf,Bananas (1kg),2,838,60,2024-05-17,63,2.0,1.0,2.0,100.0
dd26d930-c02a-481d-94dd-b9350d4787df,2020-09-15,C0004,Customer_4,aa538d61-d762-468b-93b9-74d561e70707,Sugar (1kg),2,752,60,2020-11-14,29,2.5,1.3,2.4,92.31
fadaefd4-5906-4d67-b29a-42341491a09d,2020-07-03,C0050,Customer_50,7107fb84-33a5-4346-8a57-ac4d39b79fc6,Salt (500g),11,535,30,2020-08-02,51,1.0,0.4,6.6,150.0
99702b69-6b9e-4319-908f-450e34532e9b,2020-10-23,C0051,Customer_51,4333aab6-b4fb-4a1c-961f-a192c3deb18a,Carrots (1kg),3,638,90,2021-01-21,85,2.3,1.2,3.3,91.67
1126e5aa-783e-4190-b493-ab8d7ceacd04,2022-03-15,C0037,Customer_37,7107fb84-33a5-4346-8a57-ac4d39b79fc6,Salt (500g),3,745,90,2022-06-13,73,1.0,0.4,1.8,150.0
5df738e8-b2f6-4cb1-9626-82c8f42337d7,2024-03-06,C0057,Customer_57,04aeb0c6-0c3d-45e4-9110-db4b95c85dec,Onions (1kg),20,661,30,2024-04-05,23,2.2,1.1,22.0,100.0
48844858-9671-4a66-98e8-9cd70a88e7af,2024-11-29,C0058,Customer_58,aa538d61-d762-468b-93b9-74d561e70707,Sugar (1kg),18,742,30,2024-12-29,39,2.5,1.3,21.6,92.31
1748e8a4-af9d-4e1e-8b6d-3a35233f2448,2023-06-30,C0017,Customer_17,adebf08e-d76c-4514-b9d3-816b54538d0c,Tomatoes (1kg),2,576,30,2023-07-30,2,3.0,1.5,3.0,100.0
14388687-94d6-4519-96fa-cd995a64c83a,2024-09-16,C0013,Customer_13,df9818a5-2744-45c9-9bf5-c07a04323567,Garlic (500g),15,676,90,2024-12-15,38,2.5,1.2,19.5,108.33
547c5408-ad6a-4aa3-a2b5-7e0ee818821e,2025-02-19,C0023,Customer_23,c60cf66e-3ba8-427d-b73d-cdf93a1836bf,Bananas (1kg),2,642,30,2025-03-21,19,2.0,1.0,2.0,100.0
c808d937-61cc-4e06-9c0e-6737ec729ef2,2025-01-21,C0013,Customer_13,04aeb0c6-0c3d-45e4-9110-db4b95c85dec,Onions (1kg),5,501,60,2025-03-22,83,2.2,1.1,5.5,100.0
142cf455-8549-4d85-be13-b89e542b739f,2020-06-16,C0004,Customer_4,04aeb0c6-0c3d-45e4-9110-db4b95c85dec,Onions (1kg),18,821,60,2020-08-15,36,2.2,1.1,19.8,100.0
cfb04435-a17c-4655-9a0f-20c5945859df,2021-08-18,C0038,Customer_38,adebf08e-d76c-4514-b9d3-816b54538d0c,Tomatoes (1kg),9,565,90,2021-11-16,22,3.0,1.5,13.5,100.0
a6458f63-3617-4f6a-8fd3-a966632479ac,2023-03-22,C0019,Customer_19,c60cf66e-3ba8-427d-b73d-cdf93a1836bf,Bananas (1kg),2,583,30,2023-04-21,85,2.0,1.0,2.0,100.0
4f924e64-e14c-4b82-853c-45e7c8696f59,2024-03-04,C0060,Customer_60,7107fb84-33a5-4346-8a57-ac4d39b79fc6,Salt (500g),6,655,60,2024-05-03,16,1.0,0.4,3.6,150.0
1d804894-b3a7-48e7-b589-c296913ab170,2024-05-04,C0012,Customer_12,4333aab6-b4fb-4a1c-961f-a192c3deb18a,Carrots (1kg),19,740,30,2024-06-03,50,2.3,1.2,20.9,91.67
35ef1df8-d354-4847-9c09-4fa26f61cf9c,2023-12-04,C0057,Customer_57,7107fb84-33a5-4346-8a57-ac4d39b79fc6,Salt (500g),14,630,90,2024-03-03,54,1.0,0.4,8.4,150.0
65acd61b-0f35-4464-9257-ecd0fad25d9f,2023-01-11,C0014,Customer_14,df9818a5-2744-45c9-9bf5-c07a04323567,Garlic (500g),16,630,30,2023-02-10,47,2.5,1.2,20.8,108.33
76bbf7e0-5426-4a74-bdc0-7d976baf94f3,2021-12-16,C0045,Customer_45,60df96f8-0641-40d8-a6a3-f050bd77144a,Chili (200g),11,602,60,2022-02-14,59,1.8,0.8,11.0,125.0
b8472353-2266-4294-b81a-918bb0870d76,2022-06-13,C0037,Customer_37,60df96f8-0641-40d8-a6a3-f050bd77144a,Chili (200g),20,501,60,2022-08-12,81,1.8,0.8,20.0,125.0
c38a27d7-2755-480d-8257-cc92ac1f956a,2020-04-25,C0042,Customer_42,c60cf66e-3ba8-427d-b73d-cdf93a1836bf,Bananas (1kg),1,850,60,2020-06-24,96,2.0,1.0,1.0,100.0
f76c4dd4-cf3e-470d-b456-3a8bbf2f1ffe,2021-03-10,C0026,Customer_26,4333aab6-b4fb-4a1c-961f-a192c3deb18a,Carrots (1kg),3,751,60,2021-05-09,19,2.3,1.2,3.3,91.67
10aa8167-38ea-4f83-937e-4fff69048907,2024-03-06,C0013,Customer_13,aa538d61-d762-468b-93b9-74d561e70707,Sugar (1kg),8,682,30,2024-04-05,61,2.5,1.3,9.6,92.31
4af97f68-389c-466b-a31c-4d3d0c36457b,2022-08-07,C0026,Customer_26,4333aab6-b4fb-4a1c-961f-a192c3deb18a,Carrots (1kg),19,826,30,2022-09-06,13,2.3,1.2,20.9,91.67
24941f8b-d34e-420d-b919-e57139193ab9,2023-02-01,C0022,Customer_22,60df96f8-0641-40d8-a6a3-f050bd77144a,Chili (200g),9,815,90,2023-05-02,92,1.8,0.8,9.0,125.0
202a4de1-eb0d-4f76-b576-9e4bf3059897,2023-06-27,C0016,Customer_16,07026d42-59df-4baf-9052-bdd454038097,Potatoes (1kg),20,749,60,2023-08-26,72,2.0,1.2,16.0,66.67
11e60794-f387-41f2-8e4a-cb8e03d2d4ae,2021-06-15,C0049,Customer_49,68ce6b14-ebfb-44c8-a628-f39731433ee7,Cabbage (1kg),7,702,30,2021-07-15,47,2.5,1.4,7.7,78.57
67a40d8d-f4eb-4e16-84cf-72db0f920c3d,2021-06-29,C0021,Customer_21,df9818a5-2744-45c9-9bf5-c07a04323567,Garlic (500g),18,711,90,2021-09-27,9,2.5,1.2,23.4,108.33
4637dd21-dbba-44cf-bbfb-edb9ddb787ac,2022-07-14,C0002,Customer_2,4333aab6-b4fb-4a1c-961f-a192c3deb18a,Carrots (1kg),7,793,90,2022-10-12,87,2.3,1.2,7.7,91.67
